PUBLICATION_DATE,TAXA_ID,TARGET_TAXON,PHYLUM,CLASS,SUBCLASS,ORDER,SUBORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,SUBSPECIES,NON_NATIVE,CLADOCERA_SIZE,NET_SIZECLS_NEW,FFG,NON_TARGET
8/13/2024,5031,MACROTHRICIDAE,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,,,,,LARGE,COARSE,HERB,
8/13/2024,5032,MONOMMATA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,MONOMMATA,,,,,FINE,OMNI,
8/13/2024,5033,MYSIS RELICTA,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,MYSIDA,,MYSIDAE,,MYSIS,RELICTA,,,,COARSE,HERB,Y
8/13/2024,5034,PLATYIAS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,PLATYIAS,,,,,FINE,UNK,
8/13/2024,5035,POLYPHEMUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,POLYPHEMIDAE,,POLYPHEMUS,,,,SMALL,COARSE,PRED,
8/13/2024,5036,POMPHOLYX,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TESTUDINELLIDAE,,POMPHOLYX,,,,,FINE,HERB,
8/13/2024,5037,PROSTIGMATA,ARTHROPODA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,,,,,,,,PARA,
8/13/2024,5038,RESTICULA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,RESTICULA,,,,,FINE,OMNI,
8/13/2024,5039,SCAPHOLEBERIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,SCAPHOLEBERIS,,,,SMALL,COARSE,HERB,
8/13/2024,5040,SIDA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,SIDA,,,,LARGE,COARSE,HERB,
8/13/2024,5041,SINANTHERINA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,SINANTHERINA,,,,,FINE,HERB,
8/13/2024,5042,TEMORIDAE,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,TEMORIDAE,,,,,,,COARSE,UNK,
8/13/2024,5043,TYLOTROCHA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,TYLOTROCHA,,,,,FINE,UNK,
8/13/2024,5044,WIERZEJSKIELLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,DICRANOPHORIDAE,,WIERZEJSKIELLA,,,,,FINE,UNK,
8/13/2024,5045,WOLGA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,WOLGA,,,,,FINE,HERB,
8/13/2024,5046,ARTEMIA,ARTHROPODA,BRANCHIOPODA,,ANOSTRACA,,ARTEMIIDAE,,ARTEMIA,,,,,COARSE,,
8/13/2024,5047,CERATOPOGONIDAE,ARTHROPODA,INSECTA,,DIPTERA,,CERATOPOGONIDAE,,,,,,,COARSE,PRED,
8/13/2024,5048,CHIRONOMIDAE,ARTHROPODA,INSECTA,,DIPTERA,,CHIRONOMIDAE,,,,,,,COARSE,,
8/13/2024,5049,GAMMARIDAE,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,GAMMERIDEA,GAMMARIDAE,,,,,,,COARSE,,Y
8/13/2024,5050,HYGROBATES,ARTHROPODA,ARACHNIDA,,TROMBIDIFORMES,,HYGROBATIDAE,,HYGROBATES,,,,,,PRED,
8/13/2024,5051,UNIONICOLA,ARTHROPODA,ARACHNIDA,,TROMBIDIFORMES,,UNIONICOLIDAE,,UNIONICOLA,,,,,,PRED,
8/13/2024,5136,BRACHIONUS DIVERSICORNIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,BRACHIONUS,DIVERSICORNIS,,,,FINE,OMNI,
8/13/2024,5137,LECANE ELASMA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,ELASMA,,,,FINE,HERB,
8/13/2024,5138,LECANE NANA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,NANA,,,,FINE,HERB,
8/13/2024,5139,LECANE SOLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,SOLA,,,,FINE,HERB,
8/13/2024,5140,LECANE STOKESI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,STOKESI,,,,FINE,HERB,
8/13/2024,5141,MACROCHAETUS MULTISPINOSUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOTRIIDAE,,MACROCHAETUS,MULTISPINOSUS,,,,FINE,OMNI,
8/13/2024,5142,MICROCYCLOPS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,MICROCYCLOPS,,,,,COARSE,HERB,
8/13/2024,5143,TRICHOCERCA LOPHOESSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,LOPHOESSA,,,,FINE,PRED,
8/13/2024,5144,TRICHOCERCA PLATESSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,PLATESSA,,,,FINE,PRED,
8/13/2024,5145,ALONA INTERMEDIA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,ALONA,INTERMEDIA,,,SMALL,COARSE,HERB,
8/13/2024,5146,ALONELLA DENTIFERA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,ALONA,DENTIFERA,,,SMALL,COARSE,HERB,
8/13/2024,5147,ALONELLA NANA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,ALONELLA,NANA,,,SMALL,COARSE,HERB,
8/13/2024,5148,ANCHISTROPUS MINOR,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,ANCHISTROPUS,MINOR,,,SMALL,COARSE,HERB,
8/13/2024,5149,ARCTODIAPTOMUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,ARCTODIAPTOMUS,,,,,COARSE,HERB,
8/13/2024,5150,CERIODAPHNIA RIGAUDI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,CERIODAPHNIA,RIGAUDI,,,SMALL,COARSE,HERB,
8/13/2024,5151,CHYDORUS OVALIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,CHYDORUS,OVALIS,,,SMALL,FINE,HERB,
8/13/2024,5152,DISPARALONA ACUTIROSTRIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,DISPARALONA,ACUTIROSTRIS,,,SMALL,COARSE,HERB,
8/13/2024,5153,DISPARALONA DADAYI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,DISPARALONA,DADAYI,,,SMALL,COARSE,HERB,
8/13/2024,5154,ERGASILUS CELESTIS,ARTHROPODA,MAXILLOPODA,COPEPODA,POECILOSTOMATOIDA,,ERGASILIDAE,,ERGASILUS,CELESTIS,,,,COARSE,OMNI,
8/13/2024,5155,EUCYCLOPS CONROWAE,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,EUCYCLOPS,CONROWAE,,,,COARSE,OMNI,
8/13/2024,5156,HESPERODIAPTOMUS SHOSHONE,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,HESPERODIAPTOMUS,SHOSHONE,,,,COARSE,HERB,
8/13/2024,5157,LEYDIGIA ACANTHOCERCOIDES,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,LEYDIGIA,ACANTHOCERCOIDES,,,SMALL,COARSE,HERB,
8/13/2024,5158,LEYDIGIA LEYDIGI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,LEYDIGIA,LEYDIGI,,,SMALL,COARSE,HERB,
8/13/2024,5159,MICROCYCLOPS DUBITABILIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,MICROCYCLOPS,DUBITABILIS,,,,COARSE,HERB,
8/13/2024,5160,MONOSPILUS DISPAR,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,MONOSPILUS,DISPAR,,,SMALL,COARSE,HERB,
8/13/2024,5161,OITHONA,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,OITHONIDAE,,OITHONIA,,,,,COARSE,HERB,
8/13/2024,5162,PARALONA PIGRA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PARALONA,PIGRA,,,SMALL,COARSE,HERB,
8/13/2024,5163,PLEUROXUS HASTATUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PLEUROXUS,HASTATUS,,,SMALL,COARSE,HERB,
8/13/2024,5164,RHYNCHOTALONA FALCATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,RHYNCHOTALONA,FALCATA,,,SMALL,COARSE,HERB,
8/13/2024,5165,SIMOCEPHALUS EXSPINOSUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,SIMOCEPHALUS,EXSPINOSUS,,,LARGE,COARSE,HERB,
8/13/2024,5166,THERMOCYCLOPS CRASSUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,THERMACYCLOPS,CRASSUS,,ALL,,COARSE,HERB,
8/13/2024,5167,DIACYCLOPS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,DIACYCLOPS,,,,,COARSE,OMNI,
8/13/2024,5479,ACARTIA,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,ACARTIIDAE,,ACARTIA,,,,,COARSE,HERB,
8/13/2024,5480,ALONA SETULOSA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,ALONA,SETULOSA,,,SMALL,COARSE,HERB,
8/13/2024,5481,ANURAEOPSIS NAVICULA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,ANURAEOPSIS,NAVICULA,,,,FINE,HERB,
8/13/2024,5482,APOCYCLOPS PANAMENSIS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,APOCYCLOPS,PANAMENSIS,,,,COARSE,OMNI,
8/13/2024,5483,ASPLANCHNA SIEBOLDII,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,ASPLANCHNIDAE,,ASPLANCHNA,SIEBOLDII,,,,FINE,OMNI,
8/13/2024,5484,BEAUCHAMPIELLA EUDACTYLOTA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,EUCHLANIDAE,,BEAUCHAMPIELLA,EUDACTYLOTA,,,,FINE,HERB,
8/13/2024,5485,BRANCHINECTA,ARTHROPODA,BRANCHIOPODA,SARSOSTRACA,ANOSTRACA,ANOSTRACINA,BRANCHINECTIDAE,,BRANCHINECTA,,,,,COARSE,UNK,
8/13/2024,5486,BUNOPS SERRICAUDATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,BUNOPS,SERRICAUDATA,,,LARGE,COARSE,HERB,
8/13/2024,5487,BYTHOTREPHES LONGIMANUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CERCOPAGIDIDAE,,BYTHOTREPHES,LONGIMANUS,,,LARGE,COARSE,PRED,
8/13/2024,5488,CEPHALODELLA PLANERA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,CEPHALODELLA,PLANERA,,,,FINE,OMNI,
8/13/2024,5489,CERIODAPHNIA ACANTHINA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,CERIODAPHNIA,ACANTHINA,,,SMALL,COARSE,HERB,
8/13/2024,5490,CERIODAPHNIA LATICAUDATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,CERIODAPHNIA,LATICAUDATA,,,SMALL,COARSE,HERB,
8/13/2024,5491,CORBICULA,MOLLUSCA,BIVALVIA,HETERODONTA,VENEROIDA,,CORBICULIDAE,,CORBICULA,,,ALL,,COARSE,FILT,Y
8/13/2024,5492,CYCLOPS COLUMBIANUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,CYCLOPS,COLUMBIANUS,,,,COARSE,OMNI,
8/13/2024,5493,DAPHNIA MENDOTAE,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,MENDOTAE,,,LARGE,COARSE,HERB,
8/13/2024,5494,DAPHNIA PULEX COMPLEX,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,PULEX COMPLEX,,,LARGE,COARSE,HERB,
8/13/2024,5495,DAPHNIA SALINA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,SALINA,,,LARGE,COARSE,HERB,
8/13/2024,5496,DAPHNIA SIMILIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,DAPHNIIDAE,,DAPHNIA,SIMILIS,,,LARGE,COARSE,HERB,
8/13/2024,5497,DECAPODA,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,,,,,,,,,COARSE,,Y
8/13/2024,5498,DIACYCLOPS NANUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,DIACYCLOPS,NANUS,,,,COARSE,OMNI,
8/13/2024,5499,DICRANOPHORUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,DICRANOPHORIDAE,,DICRANOPHORUS,,,,,FINE,HERB,
8/13/2024,5500,DUNHEVEDIA SERRATA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,DUNHEVEDIA,SERRATA,,,SMALL,COARSE,HERB,
8/13/2024,5501,GAMMARUS,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,GAMMERIDEA,GAMMARIDAE,,GAMMARUS,,,,,COARSE,,
8/13/2024,5502,HESPERODIAPTOMUS FRANCISCANUS,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,HESPERODIAPTOMUS,FRANCISCANUS,,,,COARSE,HERB,
8/13/2024,5503,HYALELLA,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,HYALELLIDAE,,HYALELLA,,,,,COARSE,,
8/13/2024,5504,HYALELLA AZTECA CMPLX,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,HYALELLIDAE,,HYALELLA,AZTECA COMPLEX,,,,COARSE,,
8/13/2024,5505,HYDRA,CNIDARIA,HYDROZOA,,ANTHOATHECATAE,,HYDRIDAE,,HYDRA,,,,,COARSE,PRED,Y
8/13/2024,5506,KARUALONA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,KARUALONA,,,,SMALL,COARSE,HERB,
8/13/2024,5507,KERATELLA COCHLEARIS COCHLEARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,COCHLEARIS,COCHLEARIS,,,FINE,HERB,
8/13/2024,5508,KERATELLA COCHLEARIS POLARIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,KERATELLA,COCHLEARIS,POLARIS,,,FINE,HERB,
8/13/2024,5509,LATHONURA RECTIROSTRIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,LATHONURA,RECTIROSTRIS,,,LARGE,COARSE,HERB,
8/13/2024,5510,LATONA PARVIREMIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,LATONA,PARVIREMIS,,,LARGE,COARSE,HERB,
8/13/2024,5511,LATONA SETIFERA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,LATONA,SETIFERA,,,LARGE,COARSE,HERB,
8/13/2024,5512,LATONOPSIS OCCIDENTALIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,LATONOPSIS,OCCIDENTALIS,,,LARGE,COARSE,HERB,
8/13/2024,5513,LECANE PALINACIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LECANIDAE,,LECANE,PALINACIS,,,,FINE,HERB,
8/13/2024,5514,LEPADELLA TRIPTERA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LEPADELLIDAE,,LEPADELLA,TRIPTERA,,,,FINE,HERB,
8/13/2024,5515,LIMNIAS MELICERTA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,LIMNIAS,MELICERTA,,,,FINE,HERB,
8/13/2024,5516,LINDIA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,LINDIIDAE,,LINDIA,,,,,FINE,UNK,
8/13/2024,5517,MACROTHRIX LATICORNIS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,MACROTHRIX,LATICORNIS,,,LARGE,COARSE,HERB,
8/13/2024,5518,MACROTHRIX MONTANA,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,MACROTHRIX,MONTANA,,,LARGE,COARSE,HERB,
8/13/2024,5519,MACROTHRIX SMIRNOVI,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,MACROTHRICIDAE,,MACROTHRIX,SMIRNOVI,,,LARGE,COARSE,HERB,
8/13/2024,5520,MACROTRACHELA,ROTIFERA,EUROTATORIA,BDELLOIDEA,,,PHILODINIDAE,,MACROTRACHELA,,,,,FINE,UNK,
8/13/2024,5521,MONOCOROPHIUM,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,COROPHIIDAE,,MONOCOROPHIUM,,,,,COARSE,,
8/13/2024,5522,NEOMYSIS MERCEDIS,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,MYSIDA,,MYSIDAE,,NEOMYSIS,MERCEDIS,,,,COARSE,PRED,
8/13/2024,5523,NOTHOLCA FOLIACEA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,BRACHIONIDAE,,NOTHOLCA,FOLIACEA,,,,FINE,HERB,
8/13/2024,5524,OSPHRANTICUM LABRONECTUM,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,CENTROPAGIDAE,,OSPHRANTICUM,LABRONECTUM,,,,COARSE,UNK,
8/13/2024,5525,PALAEMONETES,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,PALAEMONIDAE,,PALAEMONETES,,,,,COARSE,,Y
8/13/2024,5526,PALAEMONIDAE,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,PALAEMONIDAE,,,,,,,COARSE,,Y
8/13/2024,5527,PARACYCLOPS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,PARACYCLOPS,,,,,COARSE,UNK,
8/13/2024,5528,PICRIPLEUROXUS STRAMINIUS,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,CHYDORIDAE,,PICRIPLEUROXU,STRAMINIUS,,,SMALL,COARSE,HERB,
8/13/2024,5529,PLEOPIS POLYPHEMOIDES,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,PODONIDAE,,PLEOPSIS,POLYPHEMOIDES,,,,,UNK,
8/13/2024,5530,POLYARTHRA LUMINOSA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,SYNCHAETIDAE,,POLYARTHRA,LUMINOSA,,,,FINE,OMNI,
8/13/2024,5531,PROALES DAPHNICOLA,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,PROALIDAE,,PROALES,DAPHNICOLA,,,,FINE,OMNI,
8/13/2024,5532,SIDIDAE,ARTHROPODA,BRANCHIOPODA,PHYLLOPODA,DIPLOSTRACA,CLADOCERA,SIDIDAE,,,,,,LARGE,COARSE,HERB,
8/13/2024,5533,SINANTHERINA SPINOSA,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,FLOSCULARIIDAE,,SINANTHERINA,SPINOSA,,,,FINE,HERB,
8/13/2024,5534,SKISTODIAPTOMUS BOGALUSENSIS MARII,ARTHROPODA,MAXILLOPODA,COPEPODA,CALANOIDA,,DIAPTOMIDAE,,SKISTODIAPTOMUS,BOGALUSENSIS,MARII,,,COARSE,HERB,
8/13/2024,5535,STEPHANOCEROS FIMBRIATUS,ROTIFERA,EUROTATORIA,MONOGONONTA,COLLOTHECACEAE,,COLLOTHECIDAE,,STEPHANOCEROS,FIMBRIATUS,,,,FINE,PRED,
8/13/2024,5536,TRICHOCERCA INSIGNIS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,TRICHOCERCIDAE,,TRICHOCERCA,INSIGNIS,,,,FINE,PRED,
8/13/2024,5537,TROCHOSPHAERA AEQUATORIALIS,ROTIFERA,EUROTATORIA,MONOGONONTA,FLOSCULARIACEAE,,TROCHOSPHAERIDAE,,TROCHOSPHAERA,AEQUATORIALIS,,,,FINE,UNK,
8/13/2024,5538,TROPOCYCLOPS,ARTHROPODA,MAXILLOPODA,COPEPODA,CYCLOPOIDA,,CYCLOPIDAE,,TROPOCYCLOPS,,,,,COARSE,UNK,
8/13/2024,5539,TYLOTROCHA MONOPUS,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,NOTOMMATIDAE,,TYLOTROCHA,MONOPUS,,,,FINE,UNK,
8/13/2024,5540,WIERZEJSKIELLA VAGNERI,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,DICRANOPHORIDAE,,WIERZEJSKIELLA,VAGNERI,,,,FINE,PRED,
8/13/2024,5541,WIERZEJSKIELLA VELOX,ROTIFERA,EUROTATORIA,MONOGONONTA,PLOIMA,,DICRANOPHORIDAE,,WIERZEJSKIELLA,VELOX,,,,FINE,PRED,
8/13/2024,5543,ANISOPTERA,ARTHROPODA,INSECTA,,ODONATA,ANISOPTERA,,,,,,,,,,Y
8/13/2024,5544,CHAETONOTUS,GASTROTRICHA,,,CHAETONOTIDA,,CHAETONOTIDAE,,CHAETONOTUS,,,,,,,Y
8/13/2024,5545,COLLEMBOLA,ARTHROPODA,INSECTA,,COLLEMBOLA,,,,,,,,,,,Y
8/13/2024,5546,CORIXIDAE,ARTHROPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,CORIXIDAE,,,,,,,,,Y
8/13/2024,5548,DIPTERA,ARTHROPODA,INSECTA,,DIPTERA,,,,,,,,,,,Y
8/13/2024,5549,DYTISCIDAE,ARTHROPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,DYTISCIDAE,,,,,,,,,Y
8/13/2024,5550,EPHEMEROPTERA,ARTHROPODA,INSECTA,,EPHEMEROPTERA,,,,,,,,,,,Y
8/13/2024,5551,GASTROPODA,MOLLUSCA,GASTROPODA,,,,,,,,,,,,,Y
8/13/2024,5552,GASTROTRICHA,GASTROTRICHA,,,,,,,,,,,,,,Y
8/13/2024,5554,INSECTA,ARTHROPODA,INSECTA,,,,,,,,,,,,,Y
8/13/2024,5555,NEMATODA,NEMATODA,,,,,,,,,,,,,,Y
8/13/2024,5556,NEOGOSSEA,GASTROTRICHA,,,CHAETONOTIDA,,NEOGOSSEIDAE,,NEOGOSSEA,,,,,,,Y
8/13/2024,5557,NOTONECTIDAE,ARTHROPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,NOTONECTIDAE,,,,,,,,,Y
8/13/2024,5558,ODONATA,ARTHROPODA,INSECTA,,ODONATA,,,,,,,,,,,Y
8/13/2024,5559,OLIGOCHAETA,ANNILIDA,CLITELLATA,OLIGOCHAETA,,,,,,,,,,,,Y
8/13/2024,5562,PLECOPTERA,ARTHROPODA,INSECTA,PTERYGOTA,PLECOPTERA,,,,,,,,,,,Y
8/13/2024,5563,TARDIGRADA,TARDIGRADA,,,,,,,,,,,,,,Y
8/13/2024,5564,TRICHOPTERA,ARTHROPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,,,,,,,,,Y
8/13/2024,5565,UNIONOIDA,MOLLUSCA,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,,,,,,,,,Y
8/13/2024,9999,NO ORGANISMS IN SAMPLE,,,,,,,,,,,,,,,
